,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
6313,1260262,7,4,5043694,8148,1,7,1,2
6314,516008,3,5,4916253,85646,2,6,0,0
6315,889105,6,28,5107286,35201,2,0,1,0
6316,668320,9,5,4922535,26123,2,2,0,1
6317,1339757,5,0,4911270,5630,2,0,1,1
6318,966710,29,33,5021730,1241,0,5,0,2
6319,1113199,25,15,4963508,84396,1,2,1,1
6320,238610,36,45,5071048,45406,0,7,0,2
6321,1091497,41,33,5036994,4866,1,9,1,2
6322,802024,29,33,5039198,74776,1,0,0,1
6323,1239876,26,38,4971676,70942,2,4,1,0
6324,711232,26,47,4914828,52467,1,6,0,2
6325,655088,4,19,4989911,36963,1,6,1,1
6326,275821,43,16,4953991,74596,1,4,0,2
6327,398186,41,41,4958180,44775,1,6,1,2
6328,193353,21,44,5018817,29124,0,4,0,2
6329,357920,38,45,5040438,75878,2,5,1,1
6330,637513,45,1,5037125,64667,2,0,0,1
6331,823853,2,7,5031032,36727,0,6,1,2
6332,556503,2,26,5067463,35485,1,7,0,2
6333,1089523,10,40,5019793,13701,1,7,1,2
6334,618038,3,12,4984887,13090,2,3,0,1
6335,1361085,45,35,5049397,55226,0,0,1,2
6336,695075,14,13,5059112,76980,0,1,0,2
6337,691302,42,47,5024461,29400,2,7,1,2
6338,360541,12,10,4891566,31086,1,0,0,1
6339,183514,22,29,5043079,52269,1,7,1,2
6340,239660,4,26,4987867,78766,2,8,0,1
6341,299785,41,28,5027522,76790,0,2,1,2
6342,1204244,25,35,5020792,6891,1,9,0,2
6343,620505,17,16,4969081,40225,2,2,1,1
6344,221010,23,34,4955928,81756,1,7,0,2
6345,220739,44,4,5004585,14698,2,8,1,2
6346,555771,39,7,5031178,84987,2,3,0,1
6347,1274845,15,40,5062046,29088,0,3,1,2
6348,950006,34,33,5025857,882,0,0,0,2
6349,1036565,45,12,4986855,67171,0,9,1,2
6350,156431,2,8,5053769,85295,1,2,0,1
6351,513524,21,33,5027785,45670,1,5,1,1
6352,1062053,29,39,5054028,1114,0,5,0,2
6353,746042,42,0,4949391,70997,1,0,1,1
6354,185061,29,11,5053299,30744,1,8,0,2
6355,1328907,19,27,4981503,79752,2,6,1,0
6356,485956,14,46,5053079,25219,2,6,0,2
6357,1026,28,39,4985607,31494,0,6,1,2
6358,1266134,0,40,5102440,11327,1,2,0,1
6359,969769,32,17,5062888,65432,1,5,1,1
6360,4817,43,11,4942693,51852,2,9,0,2
6361,53528,31,16,4932388,62393,1,5,1,2
6362,1150498,34,25,5057825,74456,1,2,0,1
6363,583166,32,41,5062108,47143,1,3,1,1
6364,1217039,29,22,4962905,59236,0,9,0,2
6365,246100,39,34,5036321,55767,1,5,1,2
6366,576265,9,45,5058557,44321,2,9,0,1
6367,1103345,24,1,5035572,59549,1,5,1,1
6368,374781,25,21,5009370,54292,0,4,0,2
6369,875028,5,11,5058158,64417,1,4,1,1
6370,1185156,43,15,5004706,44479,0,1,0,2
6371,774763,28,33,5058163,41070,2,8,1,1
6372,1384329,9,12,5002817,42117,2,7,0,1
6373,775518,17,24,5091288,85504,0,7,1,2
6374,1400007,3,15,4974192,76295,0,5,0,2
6375,208286,15,12,5030458,12893,1,7,1,2
6376,145647,22,48,4899176,81428,0,3,0,2
6377,845784,35,40,5054721,88691,0,1,1,2
6378,826181,22,8,4888129,86932,2,3,0,0
6379,713784,1,7,5056745,21731,1,8,1,2
6380,604011,43,34,4886318,76860,1,4,0,2
6381,518356,28,24,5058532,80510,0,3,1,2
6382,1086670,41,13,4933758,4183,1,5,0,2
6383,274675,6,11,4936378,18745,0,1,1,1
6384,836309,33,10,4936612,2481,1,7,0,2
6385,70733,44,8,4969339,11093,1,4,1,2
6386,1081808,11,34,4997183,30767,1,1,0,1
6387,155918,38,15,4966737,24145,2,6,1,2
6388,832100,5,44,5046662,65282,0,5,0,2
6389,1382046,6,23,5027698,42072,1,9,1,1
6390,1077005,1,16,4980227,84486,1,4,0,1
6391,1099126,45,13,4984371,24427,0,9,1,2
6392,148599,48,4,4993155,71360,1,2,0,2
6393,206752,25,12,4959149,14078,1,2,1,2
6394,675682,33,32,5064655,76825,1,7,0,2
6395,1239025,0,34,4986531,23462,2,5,1,1
6396,782965,23,30,4927524,48228,1,8,0,2
6397,702724,35,38,5074381,53133,1,8,1,2
6398,971344,39,42,4969558,83954,0,6,0,2
6399,263704,2,47,5003518,33745,2,9,1,1
6400,1074878,16,44,4962525,83604,0,9,0,2
6401,1477079,0,32,5008811,54293,2,6,1,0
6402,337122,14,28,5029982,83437,2,7,0,1
6403,1227463,32,32,5060735,63773,0,9,1,2
6404,1183075,7,46,4989288,83335,2,9,0,0
6405,429761,34,47,4972286,73025,0,0,1,2
6406,1236342,46,28,5027705,31600,1,8,0,2
6407,242585,29,48,4986490,64480,0,7,1,2
6408,1076333,8,40,5046943,67453,2,7,0,1
6409,1131404,25,6,4982893,13326,0,6,1,2
6410,1440640,28,34,5071055,34252,1,4,0,2
6411,812464,9,8,4960256,63191,2,2,1,0
6412,382452,6,49,5015818,75217,1,6,0,1
6413,1405915,49,8,4976853,41536,1,7,1,2
6414,1022987,28,36,5073093,29398,0,6,0,2
6415,84780,4,33,4950134,64058,0,2,1,1
6416,1364381,6,20,5100974,29182,2,9,0,2
6417,1129833,38,0,5114035,84255,0,2,1,2
6418,398002,31,15,4993777,29723,1,0,0,2
6419,416140,47,24,4915789,37162,2,4,1,2
6420,1413654,26,19,4990359,76729,0,1,0,2
6421,438619,0,48,5047980,51104,0,2,1,1
6422,947014,38,32,5066984,4471,1,8,0,2
6423,1468616,27,25,5013444,13721,0,6,1,2
6424,951679,20,7,4948477,55406,2,8,0,1
6425,358959,9,12,5072820,75145,1,7,1,1
6426,452114,22,40,4940085,28357,0,0,0,2
6427,1293849,8,20,5027017,11626,0,7,1,2
6428,1451673,27,22,5028692,14585,0,9,0,2
6429,551324,0,43,5015431,10828,0,6,1,2
6430,785473,42,17,4979550,41198,0,8,0,2
6431,1260547,27,33,4974643,10112,1,1,1,1
6432,686641,10,45,4951572,3491,2,3,0,2
6433,932148,24,31,5018831,16232,0,5,1,2
6434,630101,44,14,5024791,64347,0,9,0,2
6435,1311562,34,24,4999511,62481,0,3,1,2
6436,221863,2,23,4969267,84190,1,9,0,1
6437,1427625,14,18,5006144,20345,2,9,1,2
6438,223457,12,6,4974626,73507,1,4,0,1
6439,1231162,18,0,5036167,63596,0,0,1,1
6440,607007,6,47,5000904,43758,2,0,0,1
6441,794187,8,36,5057412,43293,1,0,1,1
6442,230863,11,24,5043158,50305,1,6,0,2
6443,29067,4,30,4914179,68833,1,0,1,0
6444,98300,26,5,4977498,73160,0,6,0,2
6445,819709,49,47,5012089,31657,0,9,1,2
6446,1089686,11,21,4874608,17736,1,7,0,2
6447,66607,34,46,4975891,28339,2,1,1,1
6448,473953,45,25,5052705,63660,0,4,0,2
6449,1330096,45,29,5071388,17798,2,5,1,2
6450,514991,24,8,4997159,70808,1,1,0,1
6451,910281,48,5,4974123,85945,2,3,1,0
6452,43177,3,6,5015132,42756,2,8,0,1
6453,637520,19,41,4987874,49783,1,2,1,1
6454,350887,13,9,5050021,87268,0,4,0,2
6455,51285,41,38,5035818,87672,0,4,1,2
6456,64539,4,15,4915314,32086,1,9,0,2
6457,1066808,20,22,4931538,61365,2,6,1,1
6458,132267,0,18,4995908,68548,1,4,0,1
6459,803819,35,3,4909891,58190,1,3,1,1
6460,111554,35,45,4942607,87157,1,7,0,2
6461,662582,27,21,4972363,16156,0,0,1,2
6462,133695,32,23,5048989,69682,0,3,0,2
6463,482393,11,35,4988216,64337,0,7,1,2
6464,1138684,16,4,4979067,10193,2,4,0,2
6465,953330,5,7,5005189,43018,2,9,1,1
6466,1129462,36,4,4907339,55657,0,5,0,2
6467,599809,43,42,5020452,32122,1,1,1,2
6468,187978,27,35,5002630,84067,1,4,0,1
6469,789759,23,39,5021740,29992,1,7,1,2
6470,986196,49,1,5070696,64908,1,9,0,2
6471,774661,5,35,4999089,4909,0,1,1,1
6472,405844,21,33,5016481,20939,2,3,0,2
6473,63728,25,43,4994172,80086,0,7,1,2
6474,1361264,27,35,5019874,6352,0,5,0,2
6475,1196853,29,42,5012173,37588,1,9,1,2
6476,1328387,16,13,5055974,36589,1,5,0,2
6477,1382515,29,35,4977353,10228,0,8,1,2
6478,1356494,40,41,5000772,88003,0,5,0,2
6479,717696,29,45,4991984,36996,1,4,1,2
6480,58509,38,32,4965059,88587,1,3,0,2
6481,960789,20,1,4961200,29307,2,2,1,1
6482,409214,19,31,5011644,5299,1,2,0,2
6483,104493,30,6,5115177,55915,2,6,1,1
6484,178606,34,6,5024408,38570,0,5,0,2
6485,342258,10,36,5022305,86807,2,1,1,0
6486,92206,26,19,5058887,86848,2,3,0,0
6487,1212848,22,10,4934823,76137,2,9,1,1
6488,562495,24,17,5046825,66354,0,3,0,2
6489,219729,15,41,5000020,55833,0,8,1,2
6490,409247,0,31,5023969,52426,2,1,0,0
6491,986458,28,30,4951374,50134,1,6,1,2
6492,28102,45,32,4886666,53508,2,7,0,2
6493,65603,36,7,4983907,24450,2,6,1,2
6494,1469227,7,11,5058539,38630,0,1,0,1
6495,431964,19,48,5027512,64165,0,3,1,2
6496,913141,48,49,5132988,32135,0,0,0,2
6497,572869,49,49,4930922,82975,0,5,1,2
6498,968166,10,4,5034412,64892,1,2,0,1
6499,1313182,22,46,5121781,62729,1,6,1,1
6500,479801,27,49,4943595,13109,2,4,0,2
6501,796150,31,18,5040645,5332,0,0,1,2
6502,692443,42,3,4931911,7636,1,4,0,2
6503,540925,2,5,5008661,70411,1,3,1,1
6504,930838,26,36,5063320,29960,0,8,0,2
6505,103860,6,22,5017890,16478,2,9,1,2
6506,901076,45,19,4996772,59962,2,6,0,1
6507,750687,45,29,5001764,78485,0,4,1,2
6508,996000,9,29,5008501,61295,2,1,0,0
6509,425293,35,12,4972266,26623,1,6,1,2
6510,1263765,20,28,5013419,57790,2,2,0,1
6511,335732,15,17,5089450,69993,1,2,1,1
6512,1046276,21,32,5021754,75380,0,3,0,2
6513,675418,36,10,5005931,51278,0,2,1,2
6514,361231,26,11,5044772,50084,2,4,0,1
6515,1350272,45,10,4966168,45,2,4,1,2
6516,663795,28,42,5033943,80357,2,3,0,0
6517,304801,46,9,4941251,47847,2,6,1,2
6518,265182,38,31,4943399,9984,1,0,0,2
6519,418396,45,8,4929818,40193,1,9,1,2
6520,722846,17,23,5001495,20756,0,0,0,2
6521,1384524,42,0,4925754,224,0,1,1,2
6522,572837,8,23,4969325,87725,0,3,0,2
6523,218719,3,28,5046403,64607,0,7,1,2
6524,94464,4,6,5000447,20058,1,8,0,2
6525,109475,25,48,5012602,27106,2,8,1,2
6526,217124,31,30,5096347,57404,1,0,0,1
6527,941989,4,12,4937061,31511,1,1,1,1
6528,765820,3,21,5047782,53253,1,6,0,1
6529,1131903,47,42,5013224,73597,1,5,1,2
6530,35748,38,16,5037894,64365,1,7,0,2
6531,1059099,9,12,5043953,2027,2,9,1,2
6532,637355,26,1,5061150,19005,1,2,0,2
6533,1427658,39,0,5034403,21619,2,9,1,2
6534,1158597,10,42,4925015,35876,0,6,0,2
6535,782631,21,3,4984223,76836,1,0,1,1
6536,606471,44,35,4951157,9667,1,7,0,2
6537,642645,47,30,5009626,58939,1,7,1,2
6538,218855,41,0,4949103,33762,0,4,0,2
6539,928224,21,36,5023455,89621,2,3,1,0
6540,753374,19,0,5075191,51420,1,2,0,1
6541,321088,46,34,5019295,49386,2,0,1,1
6542,952898,28,3,4987935,22529,2,2,0,2
6543,1117150,46,11,4966930,67472,1,5,1,2
6544,397346,41,29,4982248,28015,1,7,0,2
6545,1037236,11,4,5032037,47212,0,0,1,1
6546,373658,5,40,5101929,76628,2,6,0,0
6547,1455947,23,8,4999450,27937,1,9,1,2
6548,1056922,7,40,4976462,46907,2,8,0,1
6549,50647,3,5,5041037,28206,1,7,1,2
6550,77286,3,21,5024479,22366,1,5,0,2
6551,1261603,22,28,5040554,85727,2,1,1,0
6552,951407,6,29,5009467,13651,2,5,0,2
6553,978808,24,45,5018627,37113,0,4,1,2
6554,1213291,18,7,4982291,348,0,0,0,2
6555,1001484,19,47,5121517,58932,0,0,1,1
6556,646502,26,14,5051014,18714,0,5,0,2
6557,573375,27,27,4987879,15405,1,2,1,2
6558,36962,10,29,5021904,48928,0,9,0,2
6559,1037245,41,9,5043084,33114,1,5,1,2
6560,844339,27,18,5029594,27889,2,5,0,2
6561,137137,22,22,5053812,31666,2,9,1,2
6562,1464801,8,16,4945738,50228,1,0,0,1
6563,1076351,22,10,4919438,78823,2,6,1,0
6564,869109,42,22,4891635,47129,2,7,0,2
6565,308027,17,44,5028219,7835,1,0,1,1
6566,1015547,24,44,5031581,59684,0,1,0,2
6567,1094534,18,20,4973832,2562,0,1,1,1
6568,835245,0,4,4992665,6876,2,6,0,2
6569,1067928,27,43,5015832,55361,0,7,1,2
6570,1159868,18,3,4942053,38931,0,5,0,2
6571,1379411,18,43,4984143,79529,2,8,1,0
6572,795988,10,10,5029265,6300,2,8,0,2
6573,26591,21,48,4987712,26645,2,6,1,2
6574,659683,36,40,5009684,86321,1,1,0,1
6575,545249,18,9,5005615,18619,1,1,1,1
6576,922536,31,26,4877745,4607,2,4,0,2
6577,1460820,3,30,5039513,71072,1,5,1,1
6578,1313104,10,48,4922940,42986,2,0,0,0
6579,1372886,1,7,4984644,74008,1,7,1,1
6580,1268654,11,4,4962763,44573,2,9,0,1
6581,705108,2,49,5005646,58061,2,9,1,1
6582,707328,22,35,5046544,48615,0,8,0,2
6583,201063,37,22,5032598,74820,2,6,1,1
6584,67318,21,3,4968271,71105,0,9,0,2
6585,858213,8,44,4952221,44060,1,2,1,1
6586,121104,27,7,5087241,25114,0,8,0,2
6587,931802,41,1,4984820,46299,1,7,1,2
6588,624834,25,7,5035072,50730,1,8,0,2
6589,681203,0,43,4987339,9714,2,4,1,1
6590,1029741,16,35,4973358,72282,1,5,0,1
6591,833953,4,40,5063317,75872,2,3,1,0
6592,534942,30,43,5027388,7381,0,9,0,2
6593,645586,47,7,4988556,29772,0,5,1,2
6594,1215607,6,49,4940418,64651,0,8,0,2
6595,646863,19,37,4881942,13495,2,7,1,2
6596,490335,17,13,4959408,27930,1,3,0,2
6597,1008303,45,6,5036430,51928,1,4,1,2
6598,1226023,36,8,4944559,70571,0,2,0,2
6599,773326,34,33,4962513,87567,2,3,1,0
6600,125984,5,11,4949544,87182,1,4,0,1
6601,614589,10,36,5017002,16935,1,0,1,1
6602,1416586,24,16,4914870,28902,1,3,0,2
6603,836270,6,39,5013309,37751,0,2,1,1
6604,1114075,46,29,4922092,1946,2,5,0,2
6605,378955,31,23,4911648,59985,1,2,1,1
6606,811210,7,2,5150492,88396,0,6,0,2
6607,278380,22,43,5065149,82469,1,2,1,1
6608,724242,35,6,4960032,8159,2,3,0,2
6609,1359767,9,27,4953214,58008,0,2,1,1
6610,1124133,48,28,5006604,53563,1,6,0,2
6611,1115847,49,2,5013086,6962,0,3,1,2
6612,196930,49,15,5065535,14519,0,6,0,2
6613,970203,45,42,4949408,78586,1,2,1,1
6614,660958,8,27,5008043,39381,2,3,0,1
6615,1296831,13,23,5005900,5766,2,1,1,1
6616,97569,4,32,4983206,45580,1,2,0,1
6617,260200,6,42,5023796,27077,1,1,1,1
6618,222865,10,5,5065098,78052,1,4,0,1
6619,1405463,18,8,5017743,89532,2,6,1,0
6620,915415,4,6,5094256,48826,2,1,0,0
6621,676741,27,7,4919716,80446,2,4,1,0
6622,1424525,41,12,5065708,60377,2,6,0,1
6623,1264436,4,49,5050116,45892,1,9,1,1
6624,457825,2,45,4971688,12408,2,3,0,1
6625,532992,34,35,4978217,16130,0,0,1,2
6626,618041,49,8,5005203,32741,0,9,0,2
6627,1209994,32,46,4991319,46074,0,2,1,2
6628,631851,31,32,5061216,8916,1,9,0,2
6629,291476,11,4,5011685,13751,1,3,1,1
6630,70385,25,19,4973659,76708,1,0,0,1
6631,612561,49,36,5018520,41286,1,6,1,2
6632,188482,13,21,5031210,22430,1,6,0,2
6633,187028,33,22,5055833,49661,1,9,1,2
6634,1127223,36,2,4998730,8796,2,8,0,2
6635,1240188,16,49,4983459,69542,0,6,1,2
6636,156403,29,17,5019410,24869,2,9,0,2
6637,57021,10,47,5007071,78027,0,4,1,2
6638,1049550,11,39,4961647,27252,1,7,0,2
6639,703216,6,15,4962430,27000,0,3,1,1
6640,395670,16,21,4972991,10186,1,9,0,2
6641,806591,40,15,5022404,64936,0,1,1,2
6642,1129504,1,28,4935821,63477,0,7,0,2
6643,830640,1,13,4985737,76331,0,7,1,2
6644,1347098,13,27,4998170,53648,1,0,0,1
6645,242782,37,47,4993212,44138,2,2,1,1
6646,238074,36,6,5007847,14138,2,4,0,2
6647,852968,47,34,5051080,16059,2,0,1,2
6648,1122150,35,32,5072854,36184,1,9,0,2
6649,29120,42,35,4950397,8549,1,4,1,2
6650,1043897,12,9,5052620,85961,2,4,0,0
6651,199771,36,11,4998349,76160,0,0,1,2
6652,1281896,9,23,4998661,71444,1,8,0,1
6653,28216,35,27,4937703,18729,1,2,1,2
6654,797535,6,13,5107574,39057,1,9,0,2
6655,326424,43,4,4934700,81506,0,7,1,2
6656,1089221,22,48,4992093,24888,1,6,0,2
6657,1195328,0,4,5029710,32086,1,4,1,1
6658,436812,28,10,5056802,33781,2,5,0,2
6659,1459624,36,22,4979033,41509,0,2,1,2
6660,99547,0,4,5044674,43945,2,7,0,1
6661,1157784,8,16,4966978,77326,0,5,1,2
6662,1266947,13,4,5099543,5563,0,8,0,2
6663,282975,25,38,5039514,15669,0,8,1,2
6664,622633,13,35,5038875,27635,1,4,0,2
6665,97352,37,47,4964219,43423,0,1,1,2
6666,304865,16,16,5052101,33396,1,0,0,1
6667,408321,49,33,4966952,2343,0,9,1,2
6668,1809,39,37,5041954,77772,2,0,0,1
6669,251509,4,19,4981059,17052,1,1,1,1
6670,1378239,45,35,4972627,81298,1,8,0,2
6671,750904,4,28,4863665,16485,2,0,1,1
6672,204801,32,27,5129943,60372,1,7,0,2
6673,1465047,41,5,4969662,77051,2,2,1,0
6674,1471743,32,21,5042237,65339,1,2,0,1
6675,243439,9,0,5037675,77581,0,3,1,2
6676,1231308,12,14,4939950,64429,2,1,0,0
6677,390213,15,12,4924440,41289,0,8,1,2
6678,964523,47,6,4962851,12104,2,9,0,2
6679,99468,14,39,5062096,22864,1,1,1,1
6680,38784,11,16,4973213,41734,2,7,0,1
6681,456520,32,18,5033167,76155,0,5,1,2
6682,1081999,34,38,4996386,5256,2,8,0,2
6683,83870,12,23,5025040,80859,1,1,1,1
6684,266438,43,48,5017557,70656,2,7,0,1
6685,1354484,40,1,5010022,68345,0,9,1,2
6686,1323023,14,25,4989970,85044,2,2,0,0
6687,149181,16,24,5026325,32440,0,3,1,2
6688,571539,35,30,5054349,83739,0,7,0,2
6689,1152194,14,22,5144470,30973,2,9,1,1
6690,1049794,23,34,5007463,87662,1,4,0,1
6691,723598,42,48,4939847,50275,0,3,1,2
6692,626961,14,3,4957419,2880,0,7,0,2
6693,627307,45,41,5085241,75559,1,4,1,2
6694,198678,35,16,4970104,15669,1,8,0,2
6695,910389,48,36,4977752,43580,0,3,1,2
6696,246239,44,9,5033470,6825,2,0,0,2
6697,797635,28,26,5016730,46246,0,8,1,2
6698,360026,20,15,4915924,63311,2,9,0,1
6699,1254397,1,38,4986804,83991,1,3,1,0
6700,1266541,47,19,4948464,27406,0,3,0,2
6701,1286064,33,34,5065339,58733,0,4,1,2
6702,1442459,49,29,4964440,53816,2,7,0,2
6703,947524,46,9,4956095,72747,0,1,1,2
6704,1161356,14,40,4973355,66098,0,4,0,2
6705,1066325,42,33,5037832,25222,1,7,1,2
6706,562088,2,6,5045710,8711,2,3,0,2
6707,1495593,28,4,5012297,39561,0,8,1,2
6708,566247,17,35,5055900,37018,1,0,0,1
6709,1114580,9,2,4935676,80627,0,6,1,2
6710,1213997,26,7,4980409,88698,0,7,0,2
6711,546749,11,46,4996312,6703,2,5,1,2
6712,673872,15,49,4929887,31160,2,7,0,2
6713,987691,35,6,5025812,42161,1,0,1,1
6714,646424,31,7,5050167,72148,2,8,0,1
6715,1464518,1,15,5008228,72379,0,8,1,2
6716,21091,46,12,4989882,63483,0,3,0,2
6717,469168,12,5,5037528,67455,0,2,1,2
6718,541599,24,11,4981791,61073,1,8,0,2
6719,796308,41,24,4980096,82589,2,8,1,1
6720,1430575,15,44,5023716,40379,1,3,0,1
6721,497652,38,10,5070465,37481,1,8,1,2
6722,216226,26,19,5027300,39885,0,2,0,2
6723,1106792,11,13,5013383,73772,2,8,1,0
6724,1365732,39,44,4983939,59903,1,8,0,2
6725,811048,18,15,4887726,38377,2,9,1,1
6726,100865,32,9,4991103,68037,1,0,0,1
6727,1162833,15,36,4872464,56680,2,3,1,0
6728,504731,31,45,5012360,30951,1,9,0,2
6729,29996,25,48,4994260,52149,0,7,1,2
6730,1484879,24,27,4981234,69049,2,4,0,1
6731,1326615,34,5,5025991,74813,0,8,1,2
6732,1275650,32,41,5090263,35588,2,0,0,1
6733,1179237,12,19,4970729,73973,2,5,1,0
6734,520873,8,33,5014369,38094,0,2,0,2
6735,867416,16,2,4943534,36287,1,1,1,1
6736,410900,35,48,5053008,26606,2,6,0,2
6737,803626,39,18,5044185,19903,0,8,1,2
6738,225873,48,7,4916759,67527,2,0,0,1
6739,202447,36,33,4936178,14105,1,8,1,2
6740,1436943,15,42,4978615,48947,0,3,0,2
6741,882077,35,37,4976519,34965,0,4,1,2
6742,1219941,28,45,5015340,67703,0,2,0,2
6743,239933,45,41,5025047,4454,2,5,1,2
6744,1104777,38,45,4994341,1066,1,0,0,2
6745,1268384,33,25,5112549,43700,2,0,1,1
6746,781503,6,38,4977022,29091,1,4,0,2
6747,962481,22,38,5002342,76934,1,4,1,1
6748,1154302,44,42,4969135,71494,1,6,0,2
6749,49336,8,11,4896270,32473,0,7,1,2
6750,555254,10,44,4987039,78460,0,3,0,2
6751,622429,12,26,4981118,53659,1,4,1,1
6752,27301,37,14,5042047,7709,0,8,0,2
6753,1466429,0,17,5055866,88079,1,2,1,0
6754,1236418,11,34,4914515,44114,0,6,0,2
6755,5386,37,18,4957476,66962,0,9,1,2
6756,1376107,30,31,4957451,53771,0,5,0,2
6757,555749,27,39,4915685,59700,0,1,1,2
6758,1012681,47,24,4971709,32792,0,7,0,2
6759,682390,15,37,4944100,4062,1,6,1,2
6760,123282,17,3,4992534,49803,0,7,0,2
6761,1424654,33,42,5022337,3719,2,6,1,2
6762,1249695,32,9,4979543,30201,1,0,0,2
6763,1278249,23,27,4973200,6746,2,7,1,2
6764,1236185,8,27,4968690,20466,2,8,0,2
6765,679744,40,5,4935100,44631,0,9,1,2
6766,876139,0,18,4964223,17669,0,6,0,2
6767,953058,37,40,5003732,6475,1,0,1,2
6768,446695,45,2,4993200,27819,1,4,0,2
6769,898523,29,14,4998234,67636,1,7,1,2
6770,385726,16,47,5100655,79890,0,1,0,2
6771,1069793,2,36,4979221,40795,1,6,1,1
6772,1116821,24,7,5090534,7954,2,4,0,2
6773,170551,7,29,4961120,59525,2,4,1,0
6774,616472,30,22,5038797,74128,2,6,0,1
6775,1252464,32,6,5083789,32167,1,8,1,2
6776,442280,31,41,4956451,80769,0,2,0,2
6777,141308,18,20,5051817,27323,1,0,1,1
6778,930448,20,0,4899936,64254,2,7,0,1
6779,1072966,38,0,4982046,34076,2,4,1,1
6780,19105,21,22,5004846,47282,2,1,0,1
6781,414924,3,30,5058769,57660,2,7,1,1
6782,282083,8,46,5002074,36486,1,7,0,2
6783,986748,25,11,4979883,31512,0,0,1,1
6784,767269,2,23,4986683,37150,0,1,0,1
6785,205798,23,26,5036592,53269,0,9,1,2
6786,1402071,44,37,4943964,47670,2,1,0,1
6787,58265,12,3,4944656,25617,0,8,1,2
6788,998405,37,5,5024914,42820,0,9,0,2
6789,965840,39,47,4956693,2740,2,3,1,2
6790,331899,12,22,4993620,50895,1,3,0,1
6791,587234,13,24,5032469,73168,2,1,1,0
6792,996427,20,24,5041349,37083,1,7,0,2
6793,93502,29,33,5028518,73088,0,6,1,2
6794,291145,40,39,4984601,46667,1,1,0,2
6795,599111,5,39,4962495,24515,1,4,1,1
6796,954365,18,30,4934717,41239,2,9,0,2
6797,1461794,0,13,5042588,56080,2,0,1,0
6798,1298831,41,38,4958698,31051,2,4,0,2
6799,243716,39,35,4940258,3517,2,2,1,2
6800,1011057,10,14,5057290,22899,2,4,0,1
6801,953001,17,28,5059492,25684,2,5,1,1
6802,712148,2,35,5005199,34415,2,1,0,1
6803,1307503,33,45,4903992,65943,0,2,1,2
6804,609822,31,8,5022752,65194,0,3,0,2
6805,504101,36,14,5029650,16745,1,7,1,2
6806,917998,34,11,4977917,52465,0,5,0,2
6807,6691,39,43,4996318,88595,1,1,1,1
6808,530146,7,17,4928864,66985,2,3,0,0
6809,1088344,27,15,4960389,69949,1,6,1,1
6810,587258,46,38,5103218,80730,0,2,0,2
6811,368761,49,36,4926047,29039,0,4,1,2
6812,1323514,18,27,4961995,10229,0,9,0,2
6813,372713,31,20,5045329,65787,0,8,1,2
6814,1395723,38,34,5086405,13410,1,1,0,2
6815,1322175,44,40,5007644,46321,0,7,1,2
6816,347824,39,22,4988514,13354,0,6,0,2
6817,47355,6,10,5038350,36930,2,7,1,1
6818,738746,19,46,4862024,33946,0,6,0,2
6819,616639,31,46,5022216,30075,2,7,1,2
6820,1093668,21,46,4978707,49197,0,1,0,2
6821,480988,10,4,5046562,48883,0,8,1,2
6822,254445,14,18,5005598,86950,0,4,0,2
6823,19292,38,37,5093289,40444,0,9,1,2
6824,651054,47,37,5000787,50819,2,7,0,2
6825,419212,20,42,5072853,21710,0,2,1,2
6826,241332,35,47,4961731,70561,1,6,0,2
6827,965860,3,44,5031901,12775,0,5,1,2
6828,1356815,42,12,4963645,78519,1,9,0,2
6829,1015290,12,35,5022943,15000,0,9,1,2
6830,760625,14,46,5053844,34296,0,3,0,2
6831,1410315,25,25,4891747,70806,1,9,1,1
6832,801582,49,47,4972702,75445,1,6,0,2
6833,562123,27,47,4939568,56356,0,4,1,2
6834,1349826,43,6,5060238,65298,1,6,0,2
6835,257469,11,11,5044490,8525,0,9,1,2
6836,1124753,16,37,5023527,48981,2,6,0,1
6837,901284,20,5,4972985,8400,0,9,1,2
6838,200627,16,35,5013518,5764,0,6,0,2
6839,635097,23,23,5097759,49214,2,8,1,1
6840,411439,2,15,5020725,85538,2,8,0,0
6841,1401672,37,9,4978198,32230,2,6,1,2
6842,247317,8,25,4966041,81557,0,6,0,2
6843,528742,8,2,5025260,43244,2,3,1,1
6844,638297,3,12,4912623,4060,0,6,0,2
6845,481002,24,3,4985391,10507,0,3,1,2
6846,1052323,13,2,4959011,3736,1,8,0,2
6847,804911,44,35,5102316,85964,1,4,1,1
6848,1068718,4,22,5032338,15874,1,5,0,2
6849,1249225,31,29,5041225,20963,0,8,1,2
6850,499742,48,39,5084975,47292,0,4,0,2
6851,640421,19,32,4948247,78342,1,6,1,1
6852,86448,16,6,5092150,29194,0,9,0,2
6853,1021588,36,12,5093465,58635,0,1,1,2
6854,350882,23,39,4978867,26731,2,2,0,1
6855,934078,17,23,5016906,67676,1,0,1,1
6856,852962,23,27,5029208,48855,0,8,0,2
6857,716921,22,27,5073705,22375,2,7,1,2
6858,1234210,16,28,4967574,74232,1,9,0,2
6859,1434029,45,16,5000521,64004,0,2,1,2
6860,988412,21,16,4993603,4461,2,9,0,2
6861,169194,15,8,4910352,33458,1,2,1,1
6862,414642,24,42,4948309,80770,1,4,0,1
