,Industry,Region,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Known Vulnerabilities,External Advisor,Risk
5566,AUTOMOTIVE,SOUTH AMERICA,1402675,37,9,5103333,6,NO,LOW
5567,TELECOM,SOUTH AMERICA,68882,29,49,4982953,0,YES,HIGH
5568,EDUCATION,AFRICA,727858,42,24,4892837,2,NO,LOW
5569,ECOMMERCE,AFRICA,771440,43,6,4973496,8,NO,LOW
5570,ECOMMERCE,AFRICA,164265,12,39,4987231,7,NO,LOW
5571,ECOMMERCE,ASIA,700192,30,11,4981057,9,YES,HIGH
5572,AUTOMOTIVE,EUROPE,447532,28,3,5036481,7,YES,MEDIUM
5573,OTHER,ASIA,244887,38,12,4948212,2,NO,LOW
5574,FINANCIAL SERVICES,AFRICA,964519,23,30,4987361,1,NO,LOW
5575,ECOMMERCE,ASIA,49813,1,40,5042893,9,NO,LOW
5576,HEALTHCARE,ASIA,559888,41,43,4975970,8,YES,HIGH
5577,AUTOMOTIVE,SOUTH AMERICA,839421,12,24,4991376,4,NO,LOW
5578,FINANCIAL SERVICES,EUROPE,415064,40,15,5030206,3,NO,MEDIUM
5579,AUTOMOTIVE,ASIA,764805,26,44,5001425,2,YES,LOW
5580,EDUCATION,EUROPE,292826,43,30,5011281,3,YES,HIGH
5581,TELECOM,EUROPE,1243414,11,31,5008558,1,YES,MEDIUM
5582,AUTOMOTIVE,NORTH AMERICA,1432240,45,10,4986974,1,YES,MEDIUM
5583,AUTOMOTIVE,ASIA,44466,31,31,5054501,2,YES,MEDIUM
5584,HEALTHCARE,EUROPE,1089799,34,17,5001655,9,NO,MEDIUM
5585,FINANCIAL SERVICES,NORTH AMERICA,643322,31,38,4998245,7,YES,HIGH
5586,TELECOM,AFRICA,1424130,35,18,5032306,6,YES,MEDIUM
5587,ECOMMERCE,AFRICA,322561,9,37,4997520,4,NO,LOW
5588,HEALTHCARE,ASIA,857992,48,43,5026103,6,YES,HIGH
5589,HEALTHCARE,ASIA,896931,7,11,4974526,0,YES,LOW
5590,TELECOM,SOUTH AMERICA,1208758,11,25,5027519,0,YES,MEDIUM
5591,FINANCIAL SERVICES,NORTH AMERICA,891976,0,29,5020532,5,YES,MEDIUM
5592,HEALTHCARE,SOUTH AMERICA,543464,1,32,5080627,7,YES,HIGH
5593,EDUCATION,ASIA,1414860,19,48,4972320,1,YES,LOW
5594,EDUCATION,AFRICA,720220,29,42,4988595,2,YES,LOW
5595,FINANCIAL SERVICES,SOUTH AMERICA,29533,21,47,5008637,1,NO,MEDIUM
5596,AUTOMOTIVE,SOUTH AMERICA,954596,17,10,5005202,8,YES,MEDIUM
5597,FINANCIAL SERVICES,NORTH AMERICA,783727,8,13,5065371,9,YES,HIGH
5598,OTHER,SOUTH AMERICA,755205,15,3,4908437,4,NO,LOW
5599,ECOMMERCE,NORTH AMERICA,366798,36,30,4966674,5,NO,MEDIUM
5600,ECOMMERCE,ASIA,34125,8,42,5020641,5,NO,LOW
5601,AUTOMOTIVE,NORTH AMERICA,1391312,6,26,4986499,7,YES,MEDIUM
5602,EDUCATION,ASIA,403347,36,39,4978842,4,NO,LOW
5603,AUTOMOTIVE,SOUTH AMERICA,75291,23,33,5015355,3,NO,LOW
5604,TELECOM,AFRICA,433638,10,15,5032694,7,NO,LOW
5605,ECOMMERCE,EUROPE,1375291,32,18,5007654,6,YES,MEDIUM
5606,ECOMMERCE,SOUTH AMERICA,1416359,13,27,5051289,6,YES,MEDIUM
5607,EDUCATION,NORTH AMERICA,219055,17,0,5033266,4,YES,MEDIUM
5608,TELECOM,ASIA,1121522,34,29,4978894,6,NO,LOW
5609,EDUCATION,NORTH AMERICA,1366374,13,47,5003716,3,NO,LOW
5610,ECOMMERCE,AFRICA,1340918,1,26,4961436,6,YES,LOW
5611,FINANCIAL SERVICES,NORTH AMERICA,804771,26,17,4936777,6,NO,MEDIUM
5612,FINANCIAL SERVICES,EUROPE,1315292,47,11,4983844,8,YES,HIGH
5613,ECOMMERCE,EUROPE,808777,37,31,5016188,4,YES,HIGH
5614,OTHER,ASIA,848253,34,39,5004889,0,YES,MEDIUM
5615,OTHER,EUROPE,1196173,46,32,4949311,4,YES,MEDIUM
5616,TELECOM,SOUTH AMERICA,464254,42,13,5048803,2,YES,HIGH
5617,ECOMMERCE,AFRICA,1069104,25,45,4971812,2,YES,LOW
5618,EDUCATION,NORTH AMERICA,954801,32,16,5094265,0,NO,LOW
5619,ECOMMERCE,ASIA,556379,6,31,5008737,0,NO,LOW
5620,FINANCIAL SERVICES,EUROPE,452149,41,41,5117655,3,YES,HIGH
5621,HEALTHCARE,NORTH AMERICA,1451881,43,23,5041634,3,YES,HIGH
5622,EDUCATION,ASIA,558869,39,36,4983788,2,YES,MEDIUM
5623,ECOMMERCE,NORTH AMERICA,430088,44,44,4980517,3,YES,HIGH
5624,HEALTHCARE,SOUTH AMERICA,306142,18,10,4923693,7,NO,MEDIUM
5625,OTHER,ASIA,744458,45,40,4947945,4,NO,LOW
5626,ECOMMERCE,EUROPE,1124334,17,32,5098666,8,NO,LOW
5627,EDUCATION,AFRICA,1347850,37,22,5025033,6,NO,LOW
5628,TELECOM,SOUTH AMERICA,1343170,39,17,5013336,9,YES,HIGH
5629,OTHER,EUROPE,1510691,2,14,5077168,1,YES,LOW
5630,FINANCIAL SERVICES,SOUTH AMERICA,668471,27,44,5037928,4,YES,HIGH
5631,HEALTHCARE,EUROPE,919236,23,3,4958914,9,NO,MEDIUM
5632,OTHER,AFRICA,184131,13,38,4930926,6,YES,MEDIUM
5633,EDUCATION,ASIA,1061802,2,35,4974954,8,NO,LOW
5634,TELECOM,NORTH AMERICA,1488968,1,34,5135877,9,NO,LOW
5635,HEALTHCARE,EUROPE,392080,0,11,4944731,1,NO,LOW
5636,OTHER,EUROPE,884965,19,21,4991927,0,YES,MEDIUM
5637,TELECOM,SOUTH AMERICA,559722,13,46,4984047,8,YES,HIGH
5638,TELECOM,AFRICA,1097225,20,25,5013855,7,NO,LOW
5639,ECOMMERCE,EUROPE,1290441,37,14,5097500,5,NO,LOW
5640,OTHER,EUROPE,670335,48,27,5051106,3,NO,MEDIUM
5641,HEALTHCARE,NORTH AMERICA,96957,16,30,5010657,1,YES,HIGH
5642,EDUCATION,NORTH AMERICA,390243,21,7,5004391,9,NO,MEDIUM
5643,TELECOM,NORTH AMERICA,126403,9,34,4977637,4,NO,MEDIUM
5644,AUTOMOTIVE,EUROPE,824071,12,44,4992695,3,NO,LOW
5645,AUTOMOTIVE,SOUTH AMERICA,938474,49,37,5003547,2,NO,LOW
5646,ECOMMERCE,AFRICA,954525,6,30,4983073,7,NO,LOW
5647,AUTOMOTIVE,SOUTH AMERICA,719609,9,4,5047319,7,NO,LOW
5648,ECOMMERCE,AFRICA,683026,14,48,5044875,5,NO,LOW
5649,ECOMMERCE,EUROPE,1443373,28,11,5023388,6,NO,LOW
5650,EDUCATION,ASIA,58684,3,31,4992087,4,YES,MEDIUM
5651,HEALTHCARE,SOUTH AMERICA,83791,25,48,4936370,3,NO,MEDIUM
5652,AUTOMOTIVE,EUROPE,921055,4,3,4941735,5,NO,LOW
5653,TELECOM,AFRICA,1446290,25,30,4939402,3,NO,LOW
5654,TELECOM,AFRICA,840136,49,19,5032757,1,NO,LOW
5655,ECOMMERCE,ASIA,1213469,32,44,4994706,9,YES,MEDIUM
5656,HEALTHCARE,NORTH AMERICA,217968,48,9,4910794,4,YES,HIGH
5657,TELECOM,SOUTH AMERICA,1106516,28,8,5080505,3,YES,MEDIUM
5658,FINANCIAL SERVICES,SOUTH AMERICA,541656,18,28,4880043,1,NO,MEDIUM
5659,HEALTHCARE,AFRICA,434461,5,12,5099477,6,YES,MEDIUM
5660,TELECOM,ASIA,825660,26,26,5028823,4,NO,LOW
5661,ECOMMERCE,AFRICA,527274,25,46,4938090,4,YES,MEDIUM
5662,HEALTHCARE,SOUTH AMERICA,1220649,45,28,5052224,8,NO,MEDIUM
5663,AUTOMOTIVE,NORTH AMERICA,815418,17,6,4977367,3,NO,LOW
5664,OTHER,SOUTH AMERICA,1350122,2,6,5006035,5,NO,LOW
5665,TELECOM,ASIA,1391851,6,5,5083956,2,NO,LOW
5666,HEALTHCARE,NORTH AMERICA,998372,8,38,5088164,4,YES,MEDIUM
5667,OTHER,ASIA,1063666,34,21,5073658,3,NO,LOW
5668,FINANCIAL SERVICES,NORTH AMERICA,843264,47,15,5069795,3,YES,HIGH
5669,FINANCIAL SERVICES,NORTH AMERICA,1231538,43,9,4990429,6,YES,HIGH
5670,FINANCIAL SERVICES,EUROPE,1118776,36,49,4979268,1,YES,MEDIUM
5671,TELECOM,AFRICA,416464,37,19,4949597,0,YES,MEDIUM
5672,FINANCIAL SERVICES,ASIA,744111,42,45,4977751,3,YES,HIGH
5673,FINANCIAL SERVICES,SOUTH AMERICA,1196993,34,23,5008059,7,NO,MEDIUM
5674,HEALTHCARE,ASIA,290677,44,38,5022690,6,YES,HIGH
5675,FINANCIAL SERVICES,SOUTH AMERICA,900615,20,33,5006229,0,YES,MEDIUM
5676,TELECOM,SOUTH AMERICA,466913,39,27,4984368,6,YES,HIGH
5677,TELECOM,NORTH AMERICA,1193323,19,15,5112437,2,YES,MEDIUM
5678,AUTOMOTIVE,SOUTH AMERICA,665893,36,2,5080026,5,YES,MEDIUM
5679,AUTOMOTIVE,NORTH AMERICA,1309148,25,45,4887070,8,NO,LOW
5680,TELECOM,EUROPE,319095,39,20,5083344,6,YES,HIGH
5681,EDUCATION,NORTH AMERICA,187301,23,45,5013575,4,NO,MEDIUM
5682,AUTOMOTIVE,NORTH AMERICA,515279,38,2,5037160,0,NO,LOW
5683,FINANCIAL SERVICES,NORTH AMERICA,131161,2,16,5003146,5,NO,MEDIUM
5684,EDUCATION,SOUTH AMERICA,479275,39,20,4993839,6,NO,MEDIUM
5685,TELECOM,EUROPE,597980,34,36,5080627,9,YES,HIGH
5686,ECOMMERCE,NORTH AMERICA,1009520,46,14,4998363,3,NO,MEDIUM
5687,ECOMMERCE,SOUTH AMERICA,1042533,9,7,5095348,8,YES,MEDIUM
5688,EDUCATION,AFRICA,1028032,18,32,4994474,6,NO,LOW
5689,HEALTHCARE,EUROPE,844004,2,44,4998057,3,NO,LOW
5690,HEALTHCARE,SOUTH AMERICA,1188711,42,24,5040666,6,YES,HIGH
5691,TELECOM,NORTH AMERICA,840054,0,41,4982773,1,YES,MEDIUM
5692,EDUCATION,EUROPE,1338177,16,43,5007302,3,NO,LOW
5693,ECOMMERCE,AFRICA,389983,48,17,5018371,1,NO,LOW
5694,HEALTHCARE,SOUTH AMERICA,683455,26,25,4971300,4,YES,HIGH
5695,AUTOMOTIVE,ASIA,1414518,1,42,4979740,8,YES,LOW
5696,HEALTHCARE,EUROPE,454158,19,5,4982256,0,YES,MEDIUM
5697,TELECOM,ASIA,142360,26,7,4964555,3,NO,LOW
5698,AUTOMOTIVE,EUROPE,1044323,15,41,5050124,4,NO,LOW
5699,TELECOM,AFRICA,284631,6,18,4956569,0,YES,LOW
5700,FINANCIAL SERVICES,SOUTH AMERICA,1064711,37,46,5027529,3,NO,MEDIUM
5701,OTHER,EUROPE,1237536,23,45,4956184,5,YES,MEDIUM
5702,ECOMMERCE,EUROPE,1408470,49,35,5019991,4,NO,LOW
5703,AUTOMOTIVE,ASIA,591719,8,41,4947556,2,YES,LOW
5704,FINANCIAL SERVICES,SOUTH AMERICA,1262433,32,15,5023083,2,YES,HIGH
5705,ECOMMERCE,SOUTH AMERICA,809863,31,38,5107554,9,YES,HIGH
5706,HEALTHCARE,EUROPE,956863,35,15,5018355,1,YES,MEDIUM
5707,AUTOMOTIVE,AFRICA,13874,33,10,5048844,9,YES,MEDIUM
5708,OTHER,AFRICA,298654,40,3,5048305,6,YES,MEDIUM
5709,AUTOMOTIVE,SOUTH AMERICA,190243,5,14,5056041,6,NO,LOW
5710,AUTOMOTIVE,AFRICA,1416122,17,31,5005640,0,YES,LOW
5711,FINANCIAL SERVICES,ASIA,325424,31,38,5035848,5,YES,HIGH
5712,TELECOM,AFRICA,1480693,16,39,5034843,9,NO,LOW
5713,HEALTHCARE,ASIA,1172153,38,39,4935884,3,NO,LOW
5714,ECOMMERCE,ASIA,816825,11,26,5019333,9,YES,MEDIUM
5715,FINANCIAL SERVICES,EUROPE,226297,21,32,4939861,2,YES,HIGH
5716,ECOMMERCE,SOUTH AMERICA,1347390,1,11,4971955,0,NO,LOW
5717,OTHER,NORTH AMERICA,903715,2,48,4924306,2,NO,LOW
5718,HEALTHCARE,AFRICA,1176946,12,43,5019849,6,NO,LOW
5719,TELECOM,AFRICA,55687,32,25,5006614,3,YES,MEDIUM
5720,FINANCIAL SERVICES,SOUTH AMERICA,1046015,20,23,4966307,3,NO,LOW
5721,AUTOMOTIVE,EUROPE,1381384,48,30,4961802,9,NO,LOW
5722,FINANCIAL SERVICES,NORTH AMERICA,624262,10,23,4999138,3,YES,HIGH
5723,HEALTHCARE,SOUTH AMERICA,592633,44,1,5018204,9,YES,HIGH
5724,TELECOM,EUROPE,1008994,2,45,5005885,8,YES,MEDIUM
5725,AUTOMOTIVE,SOUTH AMERICA,1191262,40,48,4929737,4,NO,LOW
5726,HEALTHCARE,NORTH AMERICA,1467905,43,35,5013777,6,YES,HIGH
5727,FINANCIAL SERVICES,NORTH AMERICA,1198733,37,6,5005757,9,NO,MEDIUM
5728,HEALTHCARE,AFRICA,921193,26,17,4956515,6,YES,MEDIUM
5729,FINANCIAL SERVICES,NORTH AMERICA,792590,4,4,4920840,5,NO,MEDIUM
5730,TELECOM,SOUTH AMERICA,1283267,28,17,5067763,6,YES,HIGH
5731,AUTOMOTIVE,SOUTH AMERICA,966723,8,0,5096674,2,NO,LOW
5732,AUTOMOTIVE,SOUTH AMERICA,1355149,24,42,5051913,9,NO,LOW
5733,HEALTHCARE,NORTH AMERICA,1254260,25,47,4972692,8,NO,MEDIUM
5734,EDUCATION,ASIA,728648,5,45,4984449,3,YES,LOW
5735,EDUCATION,EUROPE,253523,26,26,5045851,7,YES,HIGH
5736,HEALTHCARE,NORTH AMERICA,870655,17,47,4964468,9,NO,MEDIUM
5737,ECOMMERCE,SOUTH AMERICA,1287712,42,16,4993511,8,YES,HIGH
5738,FINANCIAL SERVICES,ASIA,1306681,49,43,4980427,4,NO,MEDIUM
5739,OTHER,SOUTH AMERICA,856711,49,47,4967658,4,NO,MEDIUM
5740,EDUCATION,SOUTH AMERICA,1092292,16,39,5008474,0,YES,LOW
5741,FINANCIAL SERVICES,EUROPE,456459,19,49,4992497,1,YES,MEDIUM
5742,HEALTHCARE,ASIA,982950,49,1,4977323,7,YES,HIGH
5743,TELECOM,NORTH AMERICA,616410,8,36,4938541,1,NO,LOW
5744,EDUCATION,AFRICA,474601,34,47,5004318,3,YES,MEDIUM
5745,HEALTHCARE,NORTH AMERICA,1483490,40,47,4959406,2,NO,LOW
5746,OTHER,NORTH AMERICA,744673,29,28,4951660,7,YES,HIGH
5747,OTHER,EUROPE,715878,42,45,5006276,7,NO,MEDIUM
5748,EDUCATION,AFRICA,616226,27,37,4895958,2,NO,LOW
5749,AUTOMOTIVE,AFRICA,1148369,45,43,4981360,9,YES,MEDIUM
5750,EDUCATION,EUROPE,1100074,30,32,4942104,3,YES,MEDIUM
5751,HEALTHCARE,SOUTH AMERICA,167045,23,35,4884005,7,NO,MEDIUM
5752,OTHER,AFRICA,703513,8,42,5031993,6,NO,LOW
5753,ECOMMERCE,ASIA,1258979,13,26,5032371,9,NO,LOW
5754,HEALTHCARE,NORTH AMERICA,539764,17,8,4938966,5,YES,HIGH
5755,AUTOMOTIVE,SOUTH AMERICA,432046,39,46,4949920,1,NO,LOW
5756,FINANCIAL SERVICES,SOUTH AMERICA,1070347,46,42,4963165,7,NO,MEDIUM
5757,OTHER,SOUTH AMERICA,488973,5,15,4990102,0,YES,MEDIUM
5758,FINANCIAL SERVICES,EUROPE,72634,28,4,4992506,0,YES,HIGH
5759,EDUCATION,EUROPE,1470494,47,26,4981273,2,YES,MEDIUM
5760,HEALTHCARE,AFRICA,734408,29,9,5034698,3,YES,MEDIUM
5761,FINANCIAL SERVICES,AFRICA,1260677,31,11,4962399,2,YES,MEDIUM
5762,TELECOM,SOUTH AMERICA,1468565,40,3,4983766,1,NO,LOW
5763,AUTOMOTIVE,EUROPE,269563,46,34,4994616,1,NO,LOW
5764,OTHER,SOUTH AMERICA,56108,38,19,4978897,9,NO,HIGH
5765,ECOMMERCE,SOUTH AMERICA,1369807,1,37,5038388,7,NO,LOW
5766,OTHER,ASIA,739775,22,27,5025793,3,NO,LOW
5767,ECOMMERCE,SOUTH AMERICA,64890,46,6,5056321,3,YES,HIGH
5768,EDUCATION,SOUTH AMERICA,235884,37,10,4941069,9,NO,MEDIUM
5769,ECOMMERCE,SOUTH AMERICA,204550,34,5,5020284,5,NO,MEDIUM
5770,OTHER,SOUTH AMERICA,684969,30,21,4901267,1,NO,LOW
5771,EDUCATION,AFRICA,80452,21,42,4993686,1,YES,LOW
5772,TELECOM,ASIA,723568,26,47,5050283,8,YES,HIGH
5773,OTHER,SOUTH AMERICA,1244035,23,32,4974539,3,YES,MEDIUM
5774,AUTOMOTIVE,ASIA,969654,23,9,4974829,7,YES,MEDIUM
5775,OTHER,EUROPE,141331,0,28,4996651,7,NO,LOW
5776,AUTOMOTIVE,SOUTH AMERICA,1049327,13,32,5022656,6,YES,MEDIUM
5777,TELECOM,ASIA,246055,19,36,5040128,6,NO,MEDIUM
5778,OTHER,ASIA,1272198,23,20,4970450,1,NO,LOW
5779,TELECOM,EUROPE,1144056,30,28,5017323,8,YES,HIGH
5780,ECOMMERCE,AFRICA,498201,44,11,5001084,0,YES,MEDIUM
5781,AUTOMOTIVE,SOUTH AMERICA,1448739,37,16,5039676,4,YES,MEDIUM
5782,TELECOM,ASIA,166270,12,36,4972853,1,NO,LOW
5783,HEALTHCARE,AFRICA,550012,13,25,5031088,3,NO,LOW
5784,TELECOM,AFRICA,940381,8,12,5080535,0,NO,LOW
5785,FINANCIAL SERVICES,AFRICA,671664,14,38,5063037,6,YES,MEDIUM
5786,EDUCATION,SOUTH AMERICA,1289017,24,11,4961358,3,YES,MEDIUM
5787,AUTOMOTIVE,NORTH AMERICA,327993,38,20,4941215,4,YES,HIGH
5788,HEALTHCARE,EUROPE,427892,15,40,4910513,2,YES,MEDIUM
5789,TELECOM,ASIA,964915,24,33,4962735,8,NO,LOW
5790,EDUCATION,EUROPE,1233537,17,30,5033234,8,YES,MEDIUM
5791,HEALTHCARE,SOUTH AMERICA,459109,29,20,4943386,5,YES,HIGH
5792,HEALTHCARE,AFRICA,160175,19,41,4998485,9,NO,MEDIUM
5793,EDUCATION,ASIA,1263146,40,40,4926177,4,NO,LOW
5794,EDUCATION,SOUTH AMERICA,41260,40,27,5024669,3,YES,HIGH
5795,FINANCIAL SERVICES,NORTH AMERICA,1356149,6,13,5026062,7,NO,LOW
5796,AUTOMOTIVE,AFRICA,1474059,43,49,5012413,5,YES,LOW
5797,HEALTHCARE,AFRICA,662944,35,16,4959145,1,NO,LOW
5798,EDUCATION,AFRICA,355707,28,12,5001535,0,YES,LOW
5799,HEALTHCARE,SOUTH AMERICA,945626,12,5,4922440,3,NO,LOW
5800,TELECOM,EUROPE,1281339,42,8,4947416,4,NO,LOW
5801,HEALTHCARE,EUROPE,1072167,3,48,5040128,3,YES,MEDIUM
5802,EDUCATION,ASIA,392031,8,4,5038377,8,NO,LOW
5803,ECOMMERCE,ASIA,65414,18,48,5005214,7,YES,HIGH
5804,FINANCIAL SERVICES,EUROPE,1181000,38,26,4970858,0,NO,LOW
5805,TELECOM,NORTH AMERICA,1327540,9,48,4979609,9,NO,LOW
5806,FINANCIAL SERVICES,ASIA,385679,14,49,4944387,1,NO,LOW
5807,TELECOM,EUROPE,1338725,3,22,5064255,2,YES,LOW
5808,FINANCIAL SERVICES,ASIA,1238897,30,8,5043007,1,NO,LOW
5809,HEALTHCARE,AFRICA,1427846,14,27,5025608,6,YES,LOW
5810,AUTOMOTIVE,EUROPE,1403996,4,36,5036917,0,YES,LOW
5811,FINANCIAL SERVICES,EUROPE,1196666,37,31,5064116,1,NO,LOW
5812,AUTOMOTIVE,NORTH AMERICA,56902,49,47,4924840,7,YES,HIGH
5813,ECOMMERCE,ASIA,130199,42,2,4956548,1,YES,MEDIUM
5814,TELECOM,EUROPE,800836,49,30,4999149,4,YES,HIGH
5815,AUTOMOTIVE,AFRICA,493843,29,36,4924508,6,NO,LOW
5816,TELECOM,NORTH AMERICA,1128647,36,8,4985207,6,NO,MEDIUM
5817,ECOMMERCE,AFRICA,804159,48,33,5001163,9,YES,HIGH
5818,ECOMMERCE,AFRICA,979245,22,46,4976242,8,YES,MEDIUM
5819,OTHER,ASIA,255834,37,30,5068239,6,NO,MEDIUM
5820,EDUCATION,NORTH AMERICA,1138898,1,20,5001142,2,YES,LOW
5821,TELECOM,ASIA,705944,20,33,4989937,0,YES,MEDIUM
5822,EDUCATION,AFRICA,1330563,0,42,5024070,6,YES,LOW
5823,OTHER,SOUTH AMERICA,256223,11,38,4908343,2,NO,LOW
5824,ECOMMERCE,SOUTH AMERICA,1093354,20,26,4872646,7,NO,LOW
5825,TELECOM,ASIA,266787,17,49,4989824,6,NO,MEDIUM
5826,HEALTHCARE,AFRICA,3011,17,10,5004739,2,NO,LOW
5827,ECOMMERCE,AFRICA,907437,21,22,4988204,4,YES,MEDIUM
5828,HEALTHCARE,SOUTH AMERICA,478958,1,43,5061869,9,NO,MEDIUM
5829,HEALTHCARE,EUROPE,1180179,3,3,5001576,9,NO,LOW
5830,HEALTHCARE,AFRICA,30687,49,46,4911743,1,YES,HIGH
5831,ECOMMERCE,EUROPE,1269062,2,47,5032002,9,NO,LOW
5832,HEALTHCARE,NORTH AMERICA,1486489,41,7,5083284,3,YES,MEDIUM
5833,OTHER,NORTH AMERICA,712099,48,25,4957440,4,NO,MEDIUM
5834,TELECOM,NORTH AMERICA,1205084,36,46,4992468,7,YES,HIGH
5835,EDUCATION,EUROPE,841311,42,21,4948655,4,YES,MEDIUM
5836,EDUCATION,AFRICA,323949,38,8,5008046,7,YES,MEDIUM
5837,FINANCIAL SERVICES,EUROPE,805938,46,10,5045064,1,YES,HIGH
5838,FINANCIAL SERVICES,NORTH AMERICA,1388542,28,4,5032998,7,NO,MEDIUM
5839,EDUCATION,ASIA,1258420,8,6,4936849,4,YES,LOW
5840,EDUCATION,AFRICA,1456644,36,6,5027479,6,YES,LOW
5841,ECOMMERCE,EUROPE,395039,4,22,5012533,1,NO,LOW
5842,TELECOM,AFRICA,418915,36,32,4996671,5,NO,LOW
5843,AUTOMOTIVE,AFRICA,166536,10,2,4947930,7,NO,LOW
5844,HEALTHCARE,NORTH AMERICA,699375,30,22,5071594,8,NO,MEDIUM
5845,EDUCATION,SOUTH AMERICA,299002,46,16,5075102,9,NO,MEDIUM
5846,AUTOMOTIVE,SOUTH AMERICA,31549,30,19,5042136,0,NO,LOW
5847,EDUCATION,AFRICA,1362251,8,16,4948502,7,NO,LOW
5848,EDUCATION,NORTH AMERICA,530066,30,17,4938747,1,YES,MEDIUM
5849,ECOMMERCE,ASIA,305058,47,16,4999757,3,NO,MEDIUM
5850,ECOMMERCE,ASIA,1338872,22,29,5010688,2,YES,LOW
5851,OTHER,SOUTH AMERICA,927326,1,48,4947130,6,NO,LOW
5852,OTHER,NORTH AMERICA,948540,48,18,5039352,1,YES,MEDIUM
5853,FINANCIAL SERVICES,SOUTH AMERICA,1431098,18,27,5032754,0,NO,LOW
5854,FINANCIAL SERVICES,SOUTH AMERICA,183193,29,13,4975007,9,YES,HIGH
5855,HEALTHCARE,SOUTH AMERICA,1361370,14,20,4989960,2,NO,LOW
5856,FINANCIAL SERVICES,NORTH AMERICA,1170797,1,31,5094440,4,NO,LOW
5857,ECOMMERCE,NORTH AMERICA,203282,41,39,5023600,8,NO,HIGH
5858,OTHER,ASIA,693214,34,27,4985333,9,NO,MEDIUM
5859,HEALTHCARE,ASIA,579202,2,6,5009887,4,YES,MEDIUM
5860,HEALTHCARE,NORTH AMERICA,725382,31,41,4973241,6,NO,MEDIUM
5861,HEALTHCARE,AFRICA,904676,16,5,4953533,4,YES,MEDIUM
5862,HEALTHCARE,NORTH AMERICA,937504,48,2,4913339,9,NO,HIGH
5863,TELECOM,NORTH AMERICA,287476,24,1,4987972,5,NO,MEDIUM
5864,AUTOMOTIVE,ASIA,354578,22,18,5052721,4,YES,MEDIUM
5865,AUTOMOTIVE,ASIA,861793,48,16,5026550,3,NO,LOW
5866,FINANCIAL SERVICES,AFRICA,558442,30,20,5011680,7,YES,HIGH
5867,OTHER,NORTH AMERICA,903369,36,1,4984432,9,YES,HIGH
5868,HEALTHCARE,ASIA,1293896,28,40,5042018,5,NO,LOW
5869,TELECOM,EUROPE,206689,4,31,5016462,8,YES,HIGH
5870,OTHER,NORTH AMERICA,1293931,7,0,4905530,1,NO,LOW
5871,EDUCATION,AFRICA,833137,42,41,5029012,4,YES,MEDIUM
5872,EDUCATION,ASIA,1459026,33,48,4998649,9,YES,MEDIUM
5873,OTHER,ASIA,1360536,23,14,5081833,8,YES,MEDIUM
5874,FINANCIAL SERVICES,NORTH AMERICA,109655,15,6,4968931,0,NO,MEDIUM
5875,FINANCIAL SERVICES,SOUTH AMERICA,720896,37,43,4988268,8,YES,HIGH
5876,TELECOM,EUROPE,253088,5,25,5006418,7,NO,MEDIUM
5877,TELECOM,EUROPE,1025038,26,26,4983466,3,NO,LOW
5878,TELECOM,NORTH AMERICA,1128268,35,1,4969789,7,NO,MEDIUM
5879,OTHER,EUROPE,339108,29,24,4995249,7,NO,MEDIUM
5880,HEALTHCARE,NORTH AMERICA,1236178,27,33,5079705,5,NO,MEDIUM
5881,HEALTHCARE,NORTH AMERICA,171345,8,22,4969929,6,YES,HIGH
5882,FINANCIAL SERVICES,AFRICA,1339465,36,18,4972652,2,NO,LOW
5883,FINANCIAL SERVICES,ASIA,781469,2,9,4945964,4,YES,MEDIUM
5884,TELECOM,AFRICA,1007551,38,42,4960832,8,NO,LOW
5885,OTHER,ASIA,832166,4,31,5009407,7,YES,MEDIUM
5886,AUTOMOTIVE,EUROPE,364128,6,6,5001854,7,YES,MEDIUM
5887,TELECOM,SOUTH AMERICA,1115541,48,30,5066504,7,NO,MEDIUM
5888,TELECOM,AFRICA,827746,14,7,4986392,5,NO,LOW
5889,AUTOMOTIVE,AFRICA,530067,25,49,4924652,2,YES,LOW
5890,TELECOM,EUROPE,248367,39,17,5034883,5,YES,HIGH
5891,HEALTHCARE,NORTH AMERICA,644734,47,31,5073812,9,YES,HIGH
5892,OTHER,SOUTH AMERICA,390759,27,46,5020253,3,NO,MEDIUM
5893,OTHER,ASIA,953669,13,30,4917154,5,NO,LOW
5894,HEALTHCARE,ASIA,1280296,12,27,4965607,6,YES,MEDIUM
5895,HEALTHCARE,EUROPE,94680,40,11,4985355,0,NO,MEDIUM
5896,AUTOMOTIVE,EUROPE,1175333,15,7,4972886,5,NO,LOW
5897,ECOMMERCE,SOUTH AMERICA,1480312,46,41,5145666,8,YES,HIGH
5898,EDUCATION,NORTH AMERICA,583005,41,35,4986746,0,NO,LOW
5899,TELECOM,EUROPE,660774,26,48,5015891,8,YES,HIGH
5900,AUTOMOTIVE,AFRICA,985688,45,32,4973340,0,YES,LOW
5901,EDUCATION,EUROPE,589366,0,43,4924608,5,YES,MEDIUM
5902,AUTOMOTIVE,AFRICA,1239580,34,49,5004150,5,YES,LOW
5903,ECOMMERCE,AFRICA,1405199,49,21,4984911,1,NO,LOW
5904,ECOMMERCE,SOUTH AMERICA,1132417,43,42,5048264,2,YES,MEDIUM
